0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.288489999999999895e+02,-2.083470000000000084e+02,5.590410000000000101e-01,8.291399999999999881e-01,5.601049718199047334e+01,2.444814964816671363e+02,1.002000093460083008e+00
-1.289809999999999945e+02,-2.078230000000000075e+02,8.369280000000000053e-01,5.473139999999999672e-01,3.318291612336156504e+01,2.344339383054664105e-01,2.305000066757202148e+00
-1.288300000000000125e+02,-2.079850000000000136e+02,9.891370000000000440e-01,1.469969999999999888e-01,8.452937666580755405e+00,4.368068458679941202e-01,5.069999694824218750e-01
-1.286080000000000041e+02,-2.076500000000000057e+02,9.668320000000000247e-01,-2.554119999999999724e-01,-1.479800394586587764e+01,7.926663661065324051e-01,5.069999694824218750e-01
-1.200679999999999978e+02,-2.080070000000000050e+02,9.988209999999999589e-01,4.854449999999999737e-02,2.782488611039976689e+00,1.682570147556647555e+01,5.080001354217529297e-01
-1.070499999999999972e+02,-2.083789999999999907e+02,9.974830000000000085e-01,-7.090050000000000519e-02,-4.065712182691576970e+00,1.412507048530649456e+01,9.219999313354492188e-01
-9.200310000000000343e+01,-2.091560000000000059e+02,9.983649999999999469e-01,-5.715529999999999916e-02,-3.276544031572537374e+00,1.632388583997858689e+01,9.230000972747802734e-01
-7.626860000000000639e+01,-2.095020000000000095e+02,9.995230000000000503e-01,-3.087260000000000004e-02,-1.769151372886304419e+00,1.706974508037874116e+01,9.219999313354492188e-01
-5.995879999999999654e+01,-2.090569999999999879e+02,9.997139999999999915e-01,2.392400000000000082e-02,1.370874720757492948e+00,1.633220062410446261e+01,9.990000724792480469e-01
-4.354549999999999699e+01,-2.074259999999999877e+02,9.925230000000000441e-01,1.220549999999999968e-01,7.010719712499171585e+00,1.849118657306520674e+01,8.919999599456787109e-01
-2.706250000000000000e+01,-2.041129999999999995e+02,9.755399999999999627e-01,2.198219999999999896e-01,1.269857839573624858e+01,1.952688795864783344e+01,8.610000610351562500e-01
-1.116440000000000055e+01,-1.991270000000000095e+02,9.406489999999999574e-01,3.393800000000000150e-01,1.983911180135725516e+01,1.923975423830225395e+01,8.659999370574951172e-01
2.902740000000000098e+00,-1.934120000000000061e+02,9.281800000000000050e-01,3.721309999999999896e-01,2.184710640704426510e+01,2.057416205573019496e+01,7.379999160766601562e-01
1.674429999999999907e+01,-1.868470000000000084e+02,8.960360000000000547e-01,4.439810000000000145e-01,2.635816694253285064e+01,1.877393452707975996e+01,8.159999847412109375e-01
3.164969999999999928e+01,-1.788439999999999941e+02,8.839139999999999775e-01,4.676489999999999814e-01,2.788180281606177502e+01,1.935698571791600742e+01,8.740000724792480469e-01
4.651180000000000092e+01,-1.705149999999999864e+02,8.768660000000000343e-01,4.807350000000000234e-01,2.873341511045855157e+01,1.978728080980174653e+01,8.610000610351562500e-01
5.885710000000000264e+01,-1.636419999999999959e+02,8.825309999999999544e-01,4.702549999999999786e-01,2.805083924961396491e+01,1.612963988732761678e+01,8.759999275207519531e-01
7.262940000000000396e+01,-1.559590000000000032e+02,8.804149999999999476e-01,4.742040000000000144e-01,2.830753510405481421e+01,1.758124188006669542e+01,8.970000743865966797e-01
